key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,up,0.005,db,0.05107636764514046,0.0012143999920226634,228.41795130001265,228.41795130001265,228.71763250001823,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,up,0.005,db,0.05107636764514046,0.001447799993911758,230.78415960000711,230.78415960000711,231.08398029999807,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,up,0.005,db,0.05110577803000353,0.0017735000001266599,233.21688550000545,233.21688550000545,233.51681420000386,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,92,91,up,0.005,db,0.05113520534971882,0.0014167999906931072,235.61689630002365,235.61689630002365,235.91659540002001,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,93,92,up,0.005,db,0.05113520534971882,0.0014654000115115196,238.01641090001795,238.01641090001795,238.3158839000098,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,94,93,up,0.005,db,0.05116464961403762,0.0006204999808687717,240.43284640001366,240.43284640001366,240.73254600001383,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,95,94,up,0.005,db,0.05119411083271683,0.0012379999971017241,242.83195150000392,242.83195150000392,243.13184350001393,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,96,95,up,0.005,db,0.05119411083271683,0.0006179999909363687,245.18256570000085,245.18256570000085,245.48171930000535,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,97,96,up,0.005,db,0.05119411083271683,0.0014893999905325472,247.5147867000196,247.5147867000196,247.81442010001047,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,98,97,up,0.005,db,0.051223589015518975,0.0006608999974559993,249.96502290002536,249.96502290002536,250.26453970000148,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
